지점,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%)
108,2017-07-25 14:00,33.6,2.5,70,46
108,2017-07-25 15:00,34.4,2.1,90,46
108,2017-07-25 16:00,34.9,1,50,43
108,2017-07-25 17:00,34.2,1.3,50,42
108,2017-07-25 18:00,34,1.9,90,42
108,2017-07-25 19:00,32.7,1.5,20,50
108,2017-07-25 20:00,30.9,3.3,50,61
108,2017-07-25 21:00,29.5,3.3,70,65
108,2017-07-25 22:00,28.8,4,70,59
108,2017-07-25 23:00,28,4.2,70,62
108,2017-07-26 00:00,27.3,2.9,70,63
108,2017-07-26 01:00,26.6,2.4,70,65
108,2017-07-26 02:00,26,3.3,90,66
108,2017-07-26 03:00,25.4,2.4,70,68
108,2017-07-26 04:00,24.9,3.1,70,69
108,2017-07-26 05:00,24.6,2.7,70,70
108,2017-07-26 06:00,24.2,2.7,70,71
108,2017-07-26 07:00,24.7,3.6,70,66
108,2017-07-26 08:00,26.2,3.1,70,63
108,2017-07-26 09:00,27.7,3.8,90,57
108,2017-07-26 10:00,28.8,3.6,160,53
108,2017-07-26 11:00,29.8,3.1,90,48
108,2017-07-26 12:00,31,3.5,160,45
108,2017-07-26 13:00,31.3,2.5,110,47
108,2017-07-26 14:00,32.3,3.1,160,46
108,2017-07-26 15:00,32.6,2.6,180,48
108,2017-07-26 16:00,32.7,2.9,90,44
108,2017-07-26 17:00,31.7,2.2,140,46
108,2017-07-26 18:00,31.4,2.2,180,45
108,2017-07-26 19:00,30.8,2.2,180,47
108,2017-07-26 20:00,30,2.4,160,50
108,2017-07-26 21:00,29.4,2.2,160,52
108,2017-07-26 22:00,28.9,1.5,180,54
108,2017-07-26 23:00,28.3,1.4,140,57
108,2017-07-27 00:00,27.7,1.9,140,59
108,2017-07-27 01:00,27,2.3,110,59
108,2017-07-27 02:00,26.4,2.5,110,59
108,2017-07-27 03:00,26,1.5,110,60
108,2017-07-27 04:00,25.6,.8,90,57
108,2017-07-27 05:00,25.2,.9,70,67
108,2017-07-27 06:00,25,2.5,70,68
108,2017-07-27 07:00,25.1,1.4,70,60
108,2017-07-27 08:00,26.4,2.6,110,51
108,2017-07-27 09:00,26.9,2.7,110,49
108,2017-07-27 10:00,27.9,2.9,140,46
108,2017-07-27 11:00,27.8,1.8,110,51
108,2017-07-27 12:00,28.1,1.6,140,52
108,2017-07-27 13:00,28.7,1.4,90,51
108,2017-07-27 14:00,29.6,1.6,70,53
108,2017-07-27 15:00,29.6,1.6,50,55
108,2017-07-27 16:00,29.5,2.3,20,58
108,2017-07-27 17:00,28.8,2.5,70,58
108,2017-07-27 18:00,28.5,2.8,50,58
108,2017-07-27 19:00,28.1,2.7,50,62
108,2017-07-27 20:00,27.8,2.2,50,65
108,2017-07-27 21:00,27.5,.8,20,66
108,2017-07-27 22:00,27.1,2.2,290,69
108,2017-07-27 23:00,25.6,1.3,290,84
108,2017-07-28 00:00,25.1,.6,320,92
108,2017-07-28 01:00,25,1.8,20,93
108,2017-07-28 02:00,25,1.3,320,92
108,2017-07-28 03:00,24.9,1,50,92
108,2017-07-28 04:00,24.9,1.6,50,94
108,2017-07-28 05:00,24.9,.8,90,93
108,2017-07-28 06:00,24.8,.5,70,97
108,2017-07-28 07:00,24.8,.6,20,98
108,2017-07-28 08:00,25,1.1,20,98
108,2017-07-28 09:00,25,1.3,50,97
108,2017-07-28 10:00,25.1,1.3,20,98
108,2017-07-28 11:00,25.4,1.6,90,92
108,2017-07-28 12:00,25.7,2,140,90
108,2017-07-28 13:00,26,1.4,110,90
108,2017-07-28 14:00,25.6,1.4,20,96
108,2017-07-28 15:00,25.9,.8,20,98
108,2017-07-28 16:00,25.9,1.8,70,97
108,2017-07-28 17:00,26.3,1.8,50,91
108,2017-07-28 18:00,26.6,2.3,50,89
108,2017-07-28 19:00,26.2,2.5,50,89
108,2017-07-28 20:00,26,2.2,70,89
108,2017-07-28 21:00,25.7,2,70,87
108,2017-07-28 22:00,25.6,2.5,70,86
108,2017-07-28 23:00,25.4,1.8,70,87
108,2017-07-29 00:00,25.2,2.3,70,87
108,2017-07-29 01:00,25.1,1.6,50,88
108,2017-07-29 02:00,25,2,50,89
108,2017-07-29 03:00,25.1,1.3,50,86
108,2017-07-29 04:00,25.1,1.5,70,84
108,2017-07-29 05:00,25.1,1.8,70,85
108,2017-07-29 06:00,25,2.7,70,83
108,2017-07-29 07:00,25.1,2.4,50,82
108,2017-07-29 08:00,25.6,2.5,70,78
108,2017-07-29 09:00,26.3,2.7,50,75
108,2017-07-29 10:00,27.3,3.9,70,71
108,2017-07-29 11:00,27.8,2.6,70,70
108,2017-07-29 12:00,28.5,1.8,90,68
108,2017-07-29 13:00,29.1,2.4,70,66
108,2017-07-29 14:00,29.3,2.3,70,66
108,2017-07-29 15:00,29.7,1.7,70,62
108,2017-07-29 16:00,29.6,2.3,110,65
108,2017-07-29 17:00,29.9,2.2,110,63
108,2017-07-29 18:00,29.7,2.3,140,63
108,2017-07-29 19:00,28.9,2.9,110,63
108,2017-07-29 20:00,28,1.7,110,66
108,2017-07-29 21:00,27.2,2.6,110,69
108,2017-07-29 22:00,26.6,2.9,140,72
108,2017-07-29 23:00,26.1,2.6,90,73
108,2017-07-30 00:00,25.8,2.2,90,72
108,2017-07-30 01:00,25.4,2.1,90,75
108,2017-07-30 02:00,25.3,2.5,110,73
108,2017-07-30 03:00,25.1,1.6,110,74
108,2017-07-30 04:00,24.9,1.9,90,76
108,2017-07-30 05:00,24.7,1.5,110,76
108,2017-07-30 06:00,24.7,1.2,90,76
108,2017-07-30 07:00,24.8,1.7,110,77
108,2017-07-30 08:00,25.3,1,110,75
108,2017-07-30 09:00,25.9,.2,0,74
108,2017-07-30 10:00,26.9,2.6,200,72
108,2017-07-30 11:00,28.7,3.2,230,60
108,2017-07-30 12:00,30.1,1.6,200,50
108,2017-07-30 13:00,30.6,1.8,270,53
108,2017-07-30 14:00,31,3.1,290,53
108,2017-07-30 15:00,32.1,2.7,290,49
108,2017-07-30 16:00,32.4,2.4,200,46
108,2017-07-30 17:00,31.6,2.5,270,50
108,2017-07-30 18:00,30.3,3.2,290,54
108,2017-07-30 19:00,29.6,2.2,290,59
108,2017-07-30 20:00,28.6,1.5,360,65
108,2017-07-30 21:00,28.1,1,340,66
108,2017-07-30 22:00,27.9,1.1,290,66
108,2017-07-30 23:00,27.6,.4,0,68
108,2017-07-31 00:00,27.1,1.1,290,72
108,2017-07-31 01:00,26.9,.7,290,75
108,2017-07-31 02:00,26.8,.7,290,76
108,2017-07-31 03:00,26.5,1.1,20,76
108,2017-07-31 04:00,26.1,1.7,50,78
108,2017-07-31 05:00,25.9,1.6,70,78
108,2017-07-31 06:00,26,1.3,50,78
108,2017-07-31 07:00,26,2.9,160,78
108,2017-07-31 08:00,25.7,.9,110,83
108,2017-07-31 09:00,25.5,.7,90,84
108,2017-07-31 10:00,25.1,1.7,70,91
108,2017-07-31 11:00,25.3,.7,140,89
108,2017-07-31 12:00,25.6,.1,0,89
108,2017-07-31 13:00,26.1,2.7,140,86
108,2017-07-31 14:00,26.1,3.2,110,83
108,2017-07-31 15:00,26.2,2.4,180,80
108,2017-07-31 16:00,26.3,1.6,180,82
108,2017-07-31 17:00,25.9,1.1,160,84
108,2017-07-31 18:00,26.1,1.4,340,82
108,2017-07-31 19:00,26,2.2,70,83
108,2017-07-31 20:00,25.5,1.8,70,81
108,2017-07-31 21:00,25.2,.9,50,83
108,2017-07-31 22:00,25,.1,0,82
108,2017-07-31 23:00,25.1,1,140,80
